Event	ID	Name			Wwise Object Path	Notes
	899800167	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_09			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_09	
	899800168	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_06			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_06	
	899800169	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_07			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_07	
	899800170	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_04			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_04	
	899800171	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_05			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_05	
	899800172	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_02			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_02	
	899800173	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_03			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_03	
	899800175	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_01			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_01	
	916577728	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_11			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_11	
	916577729	Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_10			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_BMNegative_10	
	976416736	Play_DIALG_DOCLOUIS_RSLossBeltLoss_04			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossBeltLoss_04	
	976416737	Play_DIALG_DOCLOUIS_RSLossBeltLoss_05			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossBeltLoss_05	
	976416738	Play_DIALG_DOCLOUIS_RSLossBeltLoss_06			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossBeltLoss_06	
	976416739	Play_DIALG_DOCLOUIS_RSLossBeltLoss_07			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossBeltLoss_07	
	976416741	Play_DIALG_DOCLOUIS_RSLossBeltLoss_01			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossBeltLoss_01	
	976416742	Play_DIALG_DOCLOUIS_RSLossBeltLoss_02			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossBeltLoss_02	
	976416743	Play_DIALG_DOCLOUIS_RSLossBeltLoss_03			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossBeltLoss_03	
	1011899664	Play_DIALG_DOCLOUIS_VonKaiserFunTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiserFunTips_01	
	1011899667	Play_DIALG_DOCLOUIS_VonKaiserFunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiserFunTips_02	
	1011899669	Play_DIALG_DOCLOUIS_VonKaiserFunTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiserFunTips_04	
	1037216177	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_04			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_04	
	1037216178	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_07			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_07	
	1037216180	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_01			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_01	
	1037216182	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_03			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_03	
	1037216183	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_02			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegativeBM_02	
	1128973985	Play_DIALG_DOCLOUIS_GreatTigerFunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_GreatTigerFunTips_02	
	1128973990	Play_DIALG_DOCLOUIS_GreatTigerFunTips_05			\Doc Lewis\Play_DIALG_DOCLOUIS_GreatTigerFunTips_05	
	1128973991	Play_DIALG_DOCLOUIS_GreatTigerFunTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_GreatTigerFunTips_04	
	1207131944	Play_DIALG_DOCLOUIS_SodaPopinskiFunTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_SodaPopinskiFunTips_03	
	1207131945	Play_DIALG_DOCLOUIS_SodaPopinskiFunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_SodaPopinskiFunTips_02	
	1207131946	Play_DIALG_DOCLOUIS_SodaPopinskiFunTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_SodaPopinskiFunTips_01	
	1233382768	Play_DIALG_DOCLOUIS_GreatTiger2FunTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_GreatTiger2FunTips_03	
	1233382769	Play_DIALG_DOCLOUIS_GreatTiger2FunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_GreatTiger2FunTips_02	
	1233382770	Play_DIALG_DOCLOUIS_GreatTiger2FunTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_GreatTiger2FunTips_01	
	1233382775	Play_DIALG_DOCLOUIS_GreatTiger2FunTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_GreatTiger2FunTips_04	
	1307070028	Play_DIALG_DOCLOUIS_BearHuggerFunTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_BearHuggerFunTips_03	
	1307070029	Play_DIALG_DOCLOUIS_BearHuggerFunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_BearHuggerFunTips_02	
	1307070030	Play_DIALG_DOCLOUIS_BearHuggerFunTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_BearHuggerFunTips_01	
	1322739688	Play_DIALG_DOCLOUIS_PistonHondoBonzaiTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_PistonHondoBonzaiTips_04	
	1323490255	Play_DIALG_DOCLOUIS_DiscoKidPuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_DiscoKidPuzzleTips_01	
	1613166426	Play_DIALG_DOCLOUIS_VonKaiser2FunTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiser2FunTips_03	
	1613166428	Play_DIALG_DOCLOUIS_VonKaiser2FunTips_05			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiser2FunTips_05	
	1613166429	Play_DIALG_DOCLOUIS_VonKaiser2FunTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiser2FunTips_04	
	1633221045	Play_DIALG_DOCLOUIS_SodaPopinskiPuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_SodaPopinskiPuzzleTips_01	
	1729141796	Play_DIALG_DOCLOUIS_DiscoKid2PuzzleTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_DiscoKid2PuzzleTips_02	
	1729141797	Play_DIALG_DOCLOUIS_DiscoKid2PuzzleTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_DiscoKid2PuzzleTips_03	
	1729141799	Play_DIALG_DOCLOUIS_DiscoKid2PuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_DiscoKid2PuzzleTips_01	
	1801387800	Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_04	
	1801387801	Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_05			\Doc Lewis\Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_05	
	1801387805	Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_01	
	1801387806	Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_02	
	1801387807	Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_SuperMachoMan2FunTips_03	
	1810397552	Play_DIALG_DOCLOUIS_RSWinDominated_08			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_08	
	1810397553	Play_DIALG_DOCLOUIS_RSWinDominated_09			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_09	
	1810397561	Play_DIALG_DOCLOUIS_RSWinDominated_01			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_01	
	1810397562	Play_DIALG_DOCLOUIS_RSWinDominated_02			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_02	
	1810397563	Play_DIALG_DOCLOUIS_RSWinDominated_03			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_03	
	1810397564	Play_DIALG_DOCLOUIS_RSWinDominated_04			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_04	
	1810397565	Play_DIALG_DOCLOUIS_RSWinDominated_05			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_05	
	1810397566	Play_DIALG_DOCLOUIS_RSWinDominated_06			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_06	
	1810397567	Play_DIALG_DOCLOUIS_RSWinDominated_07			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_07	
	1827175147	Play_DIALG_DOCLOUIS_RSWinDominated_10			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinDominated_10	
	1840200665	Play_DIALG_DOCLOUIS_RSWinCareer_04			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinCareer_04	
	1840200668	Play_DIALG_DOCLOUIS_RSWinCareer_01			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinCareer_01	
	1840200670	Play_DIALG_DOCLOUIS_RSWinCareer_03			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinCareer_03	
	1840200671	Play_DIALG_DOCLOUIS_RSWinCareer_02			\Doc Lewis\Play_DIALG_DOCLOUIS_RSWinCareer_02	
	1919566486	Play_DIALG_DOCLOUIS_SodaPopinski2PuzzleTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_SodaPopinski2PuzzleTips_02	
	1919566487	Play_DIALG_DOCLOUIS_SodaPopinski2PuzzleTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_SodaPopinski2PuzzleTips_03	
	1986932984	Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_05			\Doc Lewis\Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_05	
	1986932985	Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_04	
	1986932987	Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_06			\Doc Lewis\Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_06	
	1986932988	Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_01	
	1986932991	Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_KingHippo2PuzzleTips_02	
	2022186240	Play_DIALG_DOCLOUIS_AranRyanTellTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_AranRyanTellTips_01	
	2044859150	Play_DIALG_DOCLOUIS_RSLossHundredLoss_01			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossHundredLoss_01	
	2094728748	Play_DIALG_DOCLOUIS_PistonHondoPuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_PistonHondoPuzzleTips_01	
	2166411160	Play_DIALG_DOCLOUIS_BaldBullDelayDodgeTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_BaldBullDelayDodgeTips_02	
	2307322848	Play_DIALG_DOCLOUIS_GenericFunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_GenericFunTips_02	
	2307322849	Play_DIALG_DOCLOUIS_GenericFunTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_GenericFunTips_03	
	2307322851	Play_DIALG_DOCLOUIS_GenericFunTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_GenericFunTips_01	
	2307322852	Play_DIALG_DOCLOUIS_GenericFunTips_06			\Doc Lewis\Play_DIALG_DOCLOUIS_GenericFunTips_06	
	2307322853	Play_DIALG_DOCLOUIS_GenericFunTips_07			\Doc Lewis\Play_DIALG_DOCLOUIS_GenericFunTips_07	
	2307322854	Play_DIALG_DOCLOUIS_GenericFunTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_GenericFunTips_04	
	2307322855	Play_DIALG_DOCLOUIS_GenericFunTips_05			\Doc Lewis\Play_DIALG_DOCLOUIS_GenericFunTips_05	
	2368233716	Play_DIALG_DOCLOUIS_RSLossFirstLoss_01			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLossFirstLoss_01	
	2398532113	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_05			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_05	
	2398532114	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_06			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_06	
	2398532115	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_07			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_07	
	2398532117	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_01			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_01	
	2398532118	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_02			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_02	
	2398532119	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_03			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_03	
	2398532124	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_08			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_08	
	2398532125	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_09			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_09	
	2415309697	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_16			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_16	
	2415309698	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_15			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_15	
	2415309699	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_14			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_14	
	2415309700	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_13			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_13	
	2415309701	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_12			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_12	
	2415309702	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_11			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_11	
	2415309703	Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_10			\Doc Lewis\Play_DIALG_DOCLOUIS_CornermanH2H_LMNegative_10	
	2456697856	Play_DIALG_DOCLOUIS_KingHippoPuzzleTips_07			\Doc Lewis\Play_DIALG_DOCLOUIS_KingHippoPuzzleTips_07	
	2456697857	Play_DIALG_DOCLOUIS_KingHippoPuzzleTips_06			\Doc Lewis\Play_DIALG_DOCLOUIS_KingHippoPuzzleTips_06	
	2509008795	Play_DIALG_DOCLOUIS_BaldBull2FunTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_BaldBull2FunTips_04	
	2509008797	Play_DIALG_DOCLOUIS_BaldBull2FunTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_BaldBull2FunTips_02	
	2531329921	Play_DIALG_DOCLOUIS_BearHuggerPuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_BearHuggerPuzzleTips_01	
	2612583366	Play_DIALG_DOCLOUIS_PistonHondo2PuzzleTips_05			\Doc Lewis\Play_DIALG_DOCLOUIS_PistonHondo2PuzzleTips_05	
	2612583367	Play_DIALG_DOCLOUIS_PistonHondo2PuzzleTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_PistonHondo2PuzzleTips_04	
	2614807612	Play_DIALG_DOCLOUIS_VonKaiserPuzzleTips_02			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiserPuzzleTips_02	
	2614807615	Play_DIALG_DOCLOUIS_VonKaiserPuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_VonKaiserPuzzleTips_01	
	2617881376	Play_DIALG_DOCLOUIS_RSLoss_20			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_20	
	2640193313	Play_DIALG_DOCLOUIS_DonFlamenco2PuzzleTips_03			\Doc Lewis\Play_DIALG_DOCLOUIS_DonFlamenco2PuzzleTips_03	
	2640193315	Play_DIALG_DOCLOUIS_DonFlamenco2PuzzleTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_DonFlamenco2PuzzleTips_01	
	2640193318	Play_DIALG_DOCLOUIS_DonFlamenco2PuzzleTips_04			\Doc Lewis\Play_DIALG_DOCLOUIS_DonFlamenco2PuzzleTips_04	
	2643405655	Play_DIALG_DOCLOUIS_GlassJoeTiredTips_01			\Doc Lewis\Play_DIALG_DOCLOUIS_GlassJoeTiredTips_01	
	2651436544	Play_DIALG_DOCLOUIS_RSLoss_06			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_06	
	2651436545	Play_DIALG_DOCLOUIS_RSLoss_07			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_07	
	2651436546	Play_DIALG_DOCLOUIS_RSLoss_04			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_04	
	2651436547	Play_DIALG_DOCLOUIS_RSLoss_05			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_05	
	2651436548	Play_DIALG_DOCLOUIS_RSLoss_02			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_02	
	2651436549	Play_DIALG_DOCLOUIS_RSLoss_03			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_03	
	2651436551	Play_DIALG_DOCLOUIS_RSLoss_01			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_01	
	2651436558	Play_DIALG_DOCLOUIS_RSLoss_08			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_08	
	2651436559	Play_DIALG_DOCLOUIS_RSLoss_09			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_09	
	2668214256	Play_DIALG_DOCLOUIS_RSLoss_19			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_19	
	2668214257	Play_DIALG_DOCLOUIS_RSLoss_18			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_18	
	2668214264	Play_DIALG_DOCLOUIS_RSLoss_11			\Doc Lewis\Play_DIALG_DOCLOUIS_RSLoss_11	
